Job Title,Location,Date Posted,Minimum Qualifications,Preferred Qualifications,Description,Responsibilities,Apply Link
"Systems Development Engineer, Google Cloud","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree in Computer Science or equivalent practical experience.
3 years of experience in Scripting/Automation using Python or Go.
3 years of experience with systems administration, systems development engineering or similar roles.","Experience in configuration management tools and automation efforts with technical troubleshooting and performance tuning experience.
Experience with CI/CD tools: Git, Piper Building/running monitoring pipelines and monitoring/debugging infrastructure issues and Monitoring solutions (such as Promtheus, Grafana, Nagios, Zabbix).","About the job
Systems Development Engineering (SDE) at Google is a role where you manage services and systems at scale. SDEs creatively put their engineering discipline to use automating the mundane and reducing toil. We don’t just write code to fix bugs, but emphasize the development of tools and solutions that fix classes of problems. We know it’s hard to control what you can’t measure – so we focus on observability: instrumenting first, then turning data into knowledge, and finally knowledge into action. We know that the operational efficiency of Google systems, services, virtual compute environments and the operating systems that power them impact the environment, not just the bottom line. We know that working together we can do more, and that community matters.

Google brings together people with a wide variety of backgrounds, experiences and perspectives. We encourage them to collaborate, think big and take risks in a blame-free environment. We promote self-direction to work on meaningful projects, while we also strive to create an environment that provides the support and mentorship needed to learn and grow.

Together we engineer and build the infrastructure, tools, access and telemetry for systems that enable orchestration of Google-scale services. Come build things that matter.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","Responsibilities
Play a crucial role as the primary point of contact for field deployers encountering challenges during GDCE installation at customer sites. Ensure timely resolutions and meeting service level agreements (SLAs) such as next business day repairs.
Participate in rotating on-call schedules including during weekends and holidays for seamless production operations. Identify the repetitive issues and design automated remediation solutions in order to reduce the toiling.
Interface with external hardware vendors to ensure the requirements and specifications of GDCE servers are strictly implemented. Interface with the internal labs to ensure the lab deployment reflects the product design.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckZjB3dt7C3yvAJBqxKOqbRGdrAOamcAxlHIDJlLfvvDFEjoA7mFcrJy9a4aPKN0zGVEo76O2-Wzowkb7oow1fm8HL2otnVgnwWHbrnv_fVKUAeMMxwka_3_24tMl_V2&loc=IN&title=Systems+Development+Engineer&page=104
"Product Manager, Code Search","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree or equivalent practical experience.
5 years of experience in product management.
2 years of experience building and shipping technical products.","Master's degree in Computer Science, or in a related technical field.
5 years of experience in software development, with a proven track record of product delivery.
Excellent software engineering (coding, systems design etc) skills.","About the job
At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day.

In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.

One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information. We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.","Responsibilities
Responsible for the product strategy, and the various integration possibilities in the other Coding Tools, most notably Cider and Critique.
Transform code search and understand developer journeys using Artificial Intelligence (AI). Engage with users and customers to understand their needs, pain points, and identify potential solutions.
Follow industry trends to make sure that Google engineers have the most competitive experience in the domain.
Define what success looks like, gather user feedback and the necessary metrics to demonstrate that the team is converging towards it.
Identify and pitch investment opportunities to drive additional impact.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckYtsIMrZ4a44rDFHGcCf1Ls0uDx7PmNmbP02A0PKqQJMEjsA7mFcrIUemNZmCQua551faxDblgqkzSiovC7Jzvl3I0zPDDWHYIjBqaJyTRKdf-Gkvmjvfsc5J7ICuw%3D%3D_V2&loc=IN&title=Product+Manager&page=104
"Regional Process Manager, Source to Pay Operations","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree in Business, Finance, Engineering, or Operations, or equivalent practical experience.
4 years of experience with accounting/finance ERP systems and business processes, as well as the system controls related to the processes.","Experience leading operational initiatives and system implementations in a cross-functional, fast-paced environment.
Experience with an extended workforce service provider in operations, source-to-pay, or other relevant areas.
Experience with data analysis and ability to drive insights with data.
Ability to manage escalations in a timely and efficient manner, balancing business and technical risks.","About the job
The Finance Operations team manages Google's cash transactions on a global basis and ensures that Google's incoming and outgoing cash processes are controlled, effective and efficient. As a member of this team, you'll find innovative ways to manage our complex set of transactions. You'll make processes more efficient and scalable, work to ensure the highest level of quality of our operations, and proactively minimize operational risk. Externally, you collaborate with our extended workforce partners and internally, you will collaborate across the multiple areas of the Financial Operations team.
In this role, you will find innovative ways to transform the operations. You will work on making processes more efficient and scalable, you will work to ensure the level of quality of our operations and minimize operational risk.
The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business.","Responsibilities
Manage the company’s global supplier enrollment, Purchase Order (PO) creation, invoicing, and payment operations executed by our Business Process Outsourcing (BPO) partner in onshore and offshore centers, to deliver process excellence focusing on efficiency, quality, controls, and compliance to local regulations.
Analyze data-sets to identify, prioritize, and address risks and opportunities. Drive standardization and continuous improvement.
Identify, implement, and measure process improvements that enhance and optimize the control environment, consolidate bespoke processes, and scale with growth.
Partner with various business and Finance teams to identify and gather business requirements, design solutions, and implement process improvements.
Help create integrated system requirements, set priorities, determine constraints and dependencies, define timelines, allocate resources, write detailed functional and test specifications, evaluate design alternatives and implications on functionality, effort, performance and operations, and drive projects to completion.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckbPN8_wKaEVxeU4_MuFTNvrN2prBhe_Uin-_aagbztvuEjsA7mFcrCq_Ij4lb03KdDTbwl8aVfAnNzz8Jh_afexmjO2J0GIMBQ4JUQJKIJgEGJe0DstXKgFVSYboVg%3D%3D_V2&loc=IN&title=Regional+Process+Manager&page=104
"Workspace Specialist, Customer Engineering, Small and Medium Business","Gurgaon, Haryana, India",Not Provided,"Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.
6 years of experience working on power applications and productivity software.
Experience in technical cloud ecosystems on enterprise productivity solutions and with related solutions (e.g., Messaging, Productivity applications, Identity Management, Endpoint Management).","Experience in working as a technical sales engineer in a cloud computing environment or equivalent experience in a customer or partner-facing role.
Understanding of productivity technologies and how they can integrate with different systems to deliver the next generation user experience.
Ability to clearly articulate and present Google Workspace value to executive audiences and technology stakeholders in partner and customer organizations.
Ability to communicate to foster and develop key relationships with new and existing customers and partners in the region.","About the job
The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are developed for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
As a Google Workspace Customer Engineer team in the growing Small and Medium Businesses segment, you will play a key role in understanding the needs of our customers and playing a part in their digital transformation journey. You will deliver what is most helpful for the customer. You will assist fellow sales Googlers by problem-solving key technical issues for our customers. You will liaise with the product marketing management and engineering teams to stay on top of industry trends and devise enhancements to Google Workspace.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","Responsibilities
Work on identifying and qualifying business opportunities, key customer technical objections, and developing strategy to resolve technical blockers.
Share Google Workspace expertise to support the technical relationship with Google’s customers and partners, including product and solution briefings, proof-of-concept work, and the coordination and prioritization of solutions impacting customer adoption of Google Workspace. Take responsibility for the technical aspect of the request for proposals (RFPs)/Request for Informations (RFIs).
Recommend integration strategies, enterprise architectures, platforms, and application infrastructure needed to successfully implement a complete solution using best practices on Google Workspace.
Educate partners on the power of Google Workspace and enable them to drive technical innovation for our customers. Help partners develop technology direction for the Google Workspace solutions they want to take to market.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2Fckcx_T8jIWDR2ZUvah0LxbyND5le6qO1dak6motsNWeygEjsA7mFcrNbHSsL0zir2c8PZeiq7x9ZcNttcVggYNXiP0UqnLRIKbDywbYa0GYtGqOFJlCKxZbFpiF1UrA%3D%3D_V2&loc=IN&title=Workspace+Specialist&page=104
"Mainframe Modernization Consultant, Google Cloud","Pune, Maharashtra, India",Not Provided,"Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience in cloud architecture engineering.
4 years of experience in IT and mainframe technologies like COBOL, PL/I, RPG, Assembler, JCL, VSAM files, CICS, DB2, IMS, etc.
4 years of experience in mainframe modernization.
Experience with mainframe migration and modernization tools like Micro Focus, Astadia, mLogica, etc. along with experience in data migrations from mainframe to modern databases.","4 years of experience in Java development with the Spring Boot framework.
Experience leading and delivering multiple mainframe modernization projects using various tools and techniques (e.g., Micro Focus, mLogica, Astadia, Java, etc.).
Experience leading the scoping of mainframe modernization projects, proposal development, writing Statement of Work, etc.
Experience with DevOps practices, CI/CD pipelines, containerization, and cloud platforms.
Experience with standard IT security practices (e.g., encryption, certificates, key management).
Experience with Cloud products such as Google Cloud Platform or other similar technologies.","About the job
As a Cloud Mainframe Modernization Consultant, you will guide customers on how to configure, migrate, and deploy their mainframe systems on Google Cloud. You may have to travel to customer sites to deploy solutions and deliver workshops to educate and empower customers. Additionally, you will work with product teams to deliver excellence in Google Cloud products and features.

In this role, you are the Google Architect working with Google's most key Cloud customers. Together with the team, you will support customer implementation of Google Cloud products through: architecture guidance, best practices, data migration, capacity planning, implementation, troubleshooting, monitoring, and much more.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","Responsibilities
Be a trusted technical advisor to customers and solve complex Cloud Mainframe migration challenges.
Create and deliver best practices recommendations, tutorials, blog articles, sample code, and technical presentations adapting to different levels of key business and technical stakeholders.
Work with various modernization tools and products to modernize mainframe.
Help customers in designing the architecture and deliver migration and total operating cost estimation.
Lead delivery of complex mainframe migration projects, providing technical governance and leading teams including doing team work.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckR09oXrSQRLGqCKEOwUAhaqc_dNJLXW45zqZJRIUwq5REjsA7mFcrNF3UC59HomXTgBw5JtBkfpmVxL3j2g6848TXCFKvQVgubc2PHb8T8p2gt8wlTaWk8BiaxcWzw%3D%3D_V2&loc=IN&title=Mainframe+Modernization+Consultant&page=104
"Technical Solutions Consultant Measurement, gTech Ads Solutions","Hyderabad, Telangana, India",Not Provided,"Bachelor’s degree in Engineering, Computer Science, a related field, or equivalent practical experience.
3 years of experience in technical project management, stakeholder management, solution engineering, or technical consulting.
1 year of experience in technical troubleshooting and writing code in one or more programming languages.
Experience with Data/SQL and web technologies Site Coding using HTML and CSS Scripting languages like Python or JavaScript.
Experience with measurement platforms (e.g., Google Analytics, Adobe Analytics).","Experience in Advanced CMS (Shopify, Wordpress, wix, Magento etc.), along with experience working with API setup and architecture.
Experience in website maintenance and in advanced measurement solutions like Marketing Mix Modeling (MMM).
Ability to understand technical concepts and communicate them to a non-technical audience.
Excellent data problem-solving, relationship building, and communication skills.","About the job
The Measurement Readiness Specialist serves as a technical expert on Google's measurement products, working with Large Customer Sales (LCS) clients to assess their readiness, identify gaps, and implement solutions at scale. You will collaborate with clients, agencies, and internal teams.
Google creates products and services that make the world a better place, and gTech’s role is to help bring them to life. Our teams of trusted advisors support customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers’ complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products.

To learn more about gTech, check out our video.","Responsibilities
Discover customer measurement needs by understanding clients annual and quarterly issues/goals.
Analyze existing third-party partner landscape and measurement tech infrastructure of clients in a privacy-safe manner.
Participate in ideation, design and delivery of joint services plan. Act as a consulting partner for ads measurement and data ingestion needs.
Be the Measurement Products Expert point-of-contact to internal Sales Teams and external advertiser teams/partners.
Collaborate with various teams internally (like ads solutions teams and tech teams).",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2Fckc6Ai7wcxVPSSCBo8aSbXn4U2Es7IaLa4ilbLlgO7xiJEjsA7mFcrAVH_7c4V7m8OVHL2JOkKu9xZlwieA-MElCkbqnxYxA0tupUiGpiYMiPGPnvMoc3PkQBNwUPwA%3D%3D_V2&loc=IN&title=Technical+Solutions+Consultant+Measurement&page=105
"Staff Software Engineer, Megamind, Geo Trust Platform","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree or equivalent practical experience.
8 years of experience in software development, and with data structures/algorithms.
5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.","Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
3 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in an organization involving cross-functional or cross-business projects.","About the job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
The Geo team is focused on building the most accurate, comprehensive, and useful maps for our users, through products like Maps, Earth, Street View, Google Maps Platform, and more. Every month, more than a billion people rely on Maps services to explore the world and navigate their daily lives.

The Geo team also enables developers to use the power of Google Maps platforms to enhance their apps and websites. As they plot a course for the future of mapping, they are solving complex computer science problems, designing beautiful and intuitive product experiences, and improving our understanding of the real world.","Responsibilities
Provide technical leadership on high-impact projects, and influence and coach a distributed team of engineers.
Understand requirements for Geo and help with the solutions for providing capabilities as a platform.
Design, develop, test, deploy, maintain, and improve the ecosystem.
Build scalable infrastructure to help maintain trust for all Geo products.
Collaborate and drive projects while engaging with multiple other ML and infrastructure teams within Geo and Google.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckUyNXiEqjfCVhRM3cf7zi_WM0ePxBVK5q7KSGGs2ZJl6EjsA7mFcrDvWeEoAdFGUHgTJhbRyLqTQKQc0HGoymuLZVs1UoTEovXt-FCVfqn3bYL1En8aCazZ3zHrKXA%3D%3D_V2&loc=IN&title=Staff+Software+Engineer&page=105
"RTL Design Engineer, Security, Silicon","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, a related technical field, or equivalent practical experience.
3 years of experience designing Register Transfer Level (RTL) digital reasoning using SystemVerilog for Field-programmable Gate Array (FPGA)/Application-specific integrated circuits (ASICs).
Experience with Application-specific integrated circuits (ASIC) design methodologies and QA flows (e.g., VCLP, Lint, CDC, RDC, SGDFT).
Experience with a scripting language such as Perl or Python.
Experience in area, power and performance optimization.","Master's degree or PhD in Electrical Engineering, Computer Engineering or Computer Science, with an emphasis on Computer Architecture, or a related field.
Experience with Unified Power Format (UPF) and VCLP.
Experience in design and development of security blocks or crypto blocks.","About the job
Be part of a diverse team that pushes boundaries, developing custom silicon solutions that power the future of Google's direct-to-consumer products. You'll contribute to the innovation behind products loved by millions worldwide. Your expertise will shape the next generation of hardware experiences, delivering unparalleled performance, efficiency, and integration.
Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology.","Responsibilities
Perform Verilog/SystemVerilog Register Transfer Level (RTL) coding, functional or performance simulation debug.
Participate in test planning and coverage analysis.
Develop Register Transfer Level (RTL) implementations that meet power, performance and area goals.
Participate in synthesis, timing/power closure and support pre-silicon and post-silicon bring-up.
Create tools/scripts to automate tasks and track progress. Work with multi-disciplined and multi-site teams in Architecture, Register Transfer Level (RTL) design, verification, Design for testing (DFT) and Partner Domains (PD).",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckXZSx2hg_trIF4Gt8Cfv-YU7S4wS_4TjDeBaWh3GtLqREjsA7mFcrA4tS5BqMXZozKGz63jdSAZMICa0XkfrRL65QijLzk40eEFSV4gb3lHwSSJzfHAjnC_NCY_Xnw%3D%3D_V2&loc=IN&title=RTL+Design+Engineer&page=106
"Software Engineer III, Front End, CorpEng","Hyderabad, Telangana, India",Not Provided,"Bachelor’s degree or equivalent practical experience.
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
2 years of experience with data structures or algorithms in either an academic or industry setting.","Master's degree or PhD in Computer Science or related technical field.
Experience developing accessible technologies.
2 years of experience with front-end frameworks, full-stack development, or API development.","About the job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
At Corp Eng, we build world-leading business solutions that scale a more helpful Google for everyone. As Google’s IT organization, we provide end-to-end solutions for organizations across Google. With an inclusive mindset, we deliver the right tools, platforms, and experiences for all Googlers as they create more helpful products and services for everyone. In the simplest terms, we are Google for Googlers.","Responsibilities
Write product or system development code.
Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckYwtaedWebAh5a7SSYAk731gnrOGicd7MvXcxOQ1KzVXEjsA7mFcrB8k3rNmdGIM6z3J6ktmWhLWgvrUbedj57Z-OgUkdoWhtsY-6ZYNyuyrSPWOo7GV0ntC732TIQ%3D%3D_V2&loc=IN&title=Software+Engineer+III&page=107
"Sales Compensation Administration Manager, Google Cloud","Bengaluru, Karnataka, India; +2 more",Not Provided,"Bachelor's degree or equivalent practical experience.
10 years of experience in business compensation administration.
Experience in analyzing data and creating reports with database queries using SQL.
Experience with attainment and compensation tools (e.g., Anaplan/ Callidus/OIC, Xactly) or similar.","Experience in communicating, collaborating cross-functionally, and collaborating with business executive leadership.
Experience working with datasets.
Excellent investigative and data modeling skills.","About the job
The Google Cloud Go-to-Market Strategy and Operations team acts as trusted advisors, partnering with business, Customer Engineering, Finance, Marketing, Partners and Google Cloud Consulting to plan and run the business.
In this role, you will partner with the Google Cloud business team and be responsible for ensuring accuracy and timeliness of payments. You will engage with business leaders and business teams to explain compensation policies and respond to inquiries. You will partner cross-functionally across Business, Business Operations, Finance (e.g., Financial Planning and Analysis, Finance Operations, Accounting), Business Intelligence, Systems and Technology team, HR, and Legal.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","Responsibilities
Manage the implementation of the compensation plan in compensation system tools manage annual participant set-up in the compensation system tool and ensure accuracy and timeliness of bonus payments.
Ensure that new hires are onboarded on time and accurately lead compensation training and advise organizations on compensation questions.
Oversee quarterly calculation and communication of business compensation payouts and insights ensuring compliance.
Serve as a point-of-escalation for the compensation exceptions committee, and work with Strategy and Operations teams to resolve any issues flagged during audits.
Perform monthly attainment audits identifying outliers and drivers impacting bonus payments.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckfzC5--jvZtD-vAr96pr2yXbs5vTgeH3OooBRjae6j5bEjsA7mFcrNmq3svWe4uBAp_czIjYJkGTm-wdrWCH4N0sPGpJK0hk2OsZIloo2gCM_2ndo-VXue_8aHkVSA%3D%3D_V2&loc=IN&title=Sales+Compensation+Administration+Manager&page=107
"Senior Product Manager, Infrastructure Virtualization","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree or equivalent practical experience.
8 years of experience in product management or related technical role.
5 years of experience developing or launching products or technologies within one or more of the following: Cloud, Virtualization, Infrastructure.","Experience in one or more of the following: compute architecture, data center infrastructure, CPU and Input/Output technologies, Virtualization and OS systems.
Understanding of different workload requirements (emerging and existing) and their demands on the underlying infrastructure.
Ability to communicate effectively and influence decisions cross-functionally and at all levels of an organization.","About the job
At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day.

In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.

One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information. We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.
Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","Responsibilities
Deliver new capabilities in the foundational Compute Infrastructure layer (Hypervisor and Virtualization Stack, Guest OS, Devices) and deliver innovation for Google Cloud.
Work across hardware, software, research and product teams towards product goals and roadmap.
Understand the dynamics and industry trends on where the innovation is happening for both workloads and hardware.
Deliver the roadmap for Guest OS support, network, storage, hypervisor and offloads.
Provide data-driven insights to prioritize engineering initiatives and maximize return on investment.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckQ-qqaYKIyXSoHHx5Rpt0qbxN_AW966LMggswNMWP1vKEjsA7mFcrE7kgdeB1JFAk6BHp9Jzttox8ut2v8p0PpFjGMGD5U33pOxjGRLOuw1zfydICwKOtWfa5kOyYQ%3D%3D_V2&loc=IN&title=Senior+Product+Manager&page=107
"Excellence Strategy and Operations Analyst, People Experience","Bengaluru, Karnataka, India; +2 more",Not Provided,"Bachelor's degree or equivalent practical experience.
6 years of experience developing business strategies or managing cross-functional initiatives.
Experience in data analysis, metric development, and translating data into actionable recommendations.","Master's degree in Business, Statistics, Computer Science, or a related field.
Excellent project management and organizational skills.
Demonstrated proficiency in data analysis tools (SQL), spreadsheet modeling, and database querying.","About the job
In this role, you will partner with People Experience (PX) teams to provide comprehensive data insights that optimize Google's operational efficiency and strategic decision-making. You'll bring a strategic blend of analytical expertise and stakeholder collaboration to ensure Google's operations and support functions are continuously improved through data-driven insights.","Responsibilities
Model complex data to create quantitative models (forecasting, operational, and statistical) for both PX capacity planning and Global Support initiatives. Analyze results to provide targeted recommendations to diverse teams.
Consult with PX teams on metric selection and value realization methodology. Collaborate with Global Support teams to define impactful metrics that support performance goals.
Apply quantitative and qualitative methodologies to address complex operational challenges across PX. Drive cross-functional collaboration to implement insights and maximize impact.
Identify, develop, and maintain tools that streamline data analysis, reporting, and insight generation. Stay updated on Google's evolving data environment in collaboration with relevant engineering and data teams.
Build partnerships with PX leadership, Finance, and analytical teams. Communicate strategic recommendations derived from data insights.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckSIden77uoW2Ux8NUiyFbjn7oTJ5VkGjhfRSYCrqXHsdEjsA7mFcrHv8UA0i1u4guEobF-LCNnwIgum4J1Knzud88iWax9LIi9wPUpH0McfYejsK-vQXorWqNF2UMA%3D%3D_V2&loc=IN&title=Excellence+Strategy+and+Operations+Analyst&page=107
"Software Engineer III, Silicon","Bengaluru, Karnataka, India",Not Provided,"Bachelor's degree in Computer Science, Electronics or Electrical Engineering, or equivalent practical experience.
2 years of experience with embedded programming data structures, algorithms in C/C++.
Experience with embedded systems, kernel, Linux, RTOS or firmware, device driver.","Master's degree or PhD in Computer Science, Electronics or Electrical Engineering.
4 years of experience with embedded programming data structures, algorithms in C/C++.
Knowledge of embedded systems development, RTOS concepts, Linux concepts, device drivers, bootloaders and hardware/software integration.
Understanding of key hardware concepts (CPU, ARM A-Core, IO, timers, interrupts/event handling, memory management).
An interest in working at the intersection of software and hardware.
Competencies of ARM A-core CPU architecture.","About the job
Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology.","Responsibilities
Design, develop, and test embedded software drivers in the context of RTOS, firmware or Linux for next generation of CPU.
Influence system and CPU architecture to support future applications.
Design and deliver CPU software for one of the following: subsystem, bootloaders, Linux driver.
Lead in bug triage and optimize for power and performance.",https://www.google.com/about/careers/applications/apply?jobId=CiUAL2FckcGCC8TE7sqkmw6Ere1Dq1fh_CoXGEmkNlu9UbzIcTU9EjsA7mFcrLGJMeg3t7juJAyaixLBCHoaTOYP9gsv1SsJCrMg4eZbC37OOVfR1g82whdrn98kalBeYIC0kA%3D%3D_V2&loc=IN&title=Software+Engineer+III&page=108
